     1	140.957
     2	141.423
     3	141.933
     4	142.523
     5	143.197
     6	143.92
     7	144.625
     8	145.232
     9	145.666
    10	145.883
    11	145.876
    12	145.674
    13	145.334
    14	144.921
    15	144.497
    16	144.105
    17	143.765
    18	143.479
    19	143.235
    20	143.022
    21	142.838
    22	142.691
    23	142.595
    24	142.567
    25	142.621
    26	142.761
    27	142.981
    28	143.259
    29	143.566
    30	143.866
    31	144.124
    32	144.315
    33	144.422
    34	144.446
    35	144.395
    36	144.289
    37	144.157
    38	144.035
    39	143.958
    40	143.96
    41	144.065
    42	144.279
    43	144.593
    44	144.98
    45	145.396
    46	145.795
    47	146.137
    48	146.398
    49	146.581
    50	146.712
    51	146.83
    52	146.974
    53	147.166
    54	147.402
    55	147.651
    56	147.87
    57	148.015
    58	148.062
    59	148.015
    60	147.907
    61	147.792
    62	147.726
    63	147.752
    64	147.883
    65	148.098
    66	148.342
    67	148.543
    68	148.634
    69	148.573
    70	148.348
    71	147.983
    72	147.523
    73	147.025
    74	146.532
    75	146.065
    76	145.614
    77	145.148
    78	144.634
    79	144.055
    80	143.421
    81	142.779
    82	142.196
    83	141.751
    84	141.502
    85	141.478
    86	141.662
    87	142.003
    88	142.426
    89	142.859
    90	143.245
    91	143.559
    92	143.803
    93	144.006
    94	144.202
    95	144.427
    96	144.701
    97	145.026
    98	145.382
    99	145.738
   100	146.062
   101	146.329
   102	146.527
   103	146.656
   104	146.724
   105	146.743
   106	146.722
   107	146.666
   108	146.575
   109	146.445
   110	146.266
   111	146.026
   112	145.711
   113	145.303
   114	144.788
   115	144.154
   116	143.407
   117	142.574
   118	141.711
   119	140.886
   120	140.175
   121	139.638
   122	139.303
   123	139.161
   124	139.176
   125	139.296
   126	139.473
   127	139.676
   128	139.906
   129	140.184
   130	140.549
   131	141.033
   132	141.646
   133	142.363
   134	143.123
   135	143.845
   136	144.447
   137	144.868
   138	145.082
   139	145.109
   140	145.003
   141	144.839
   142	144.686
   143	144.582
   144	144.529
   145	144.488
   146	144.401
   147	144.213
   148	143.89
   149	143.437
   150	142.899
   151	142.351
   152	141.882
   153	141.56
   154	141.417
   155	141.434
   156	141.548
   157	141.671
   158	141.726
   159	141.67
   160	141.506
   161	141.282
   162	141.074
   163	140.963
   164	141.001
   165	141.198
   166	141.52
   167	141.897
   168	142.253
   169	142.531
   170	142.701
   171	142.775
   172	142.794
   173	142.817
   174	142.897
   175	143.067
   176	143.328
   177	143.646
   178	143.966
   179	144.229
   180	144.387
   181	144.418
   182	144.33
   183	144.153
   184	143.934
   185	143.716
   186	143.532
   187	143.395
   188	143.299
   189	143.229
   190	143.164
   191	143.091
   192	143.004
   193	142.908
   194	142.814
   195	142.736
   196	142.685
   197	142.67
   198	142.692
   199	142.744
   200	142.807
   201	142.859
   202	142.87
   203	142.814
   204	142.669
   205	142.425
   206	142.083
   207	141.66
   208	141.187
   209	140.708
   210	140.269
   211	139.915
   212	139.672
   213	139.546
   214	139.518
   215	139.557
   216	139.626
   217	139.7
   218	139.778
   219	139.883
   220	140.055
   221	140.328
   222	140.717
   223	141.201
   224	141.728
   225	142.226
   226	142.626
   227	142.88
   228	142.968
   229	142.905
   230	142.734
   231	142.516
   232	142.312
   233	142.166
   234	142.094
   235	142.08
   236	142.078
   237	142.034
   238	141.898
   239	141.65
   240	141.3
   241	140.887
   242	140.467
   243	140.089
   244	139.776
   245	139.524
   246	139.302
   247	139.066
   248	138.782
   249	138.432
   250	138.028
   251	137.601
   252	137.197
   253	136.861
   254	136.627
   255	136.511
   256	136.512
   257	136.617
   258	136.808
   259	137.07
   260	137.398
   261	137.796
   262	138.27
   263	138.826
   264	139.456
   265	140.139
   266	140.84
   267	141.514
   268	142.124
   269	142.642
   270	143.06
   271	143.38
   272	143.617
   273	143.784
   274	143.893
   275	143.944
   276	143.931
   277	143.844
   278	143.681
   279	143.448
   280	143.163
   281	142.854
   282	142.55
   283	142.272
   284	142.023
   285	141.795
   286	141.569
   287	141.33
   288	141.078
   289	140.83
   290	140.62
   291	140.492
   292	140.479
   293	140.6
   294	140.851
   295	141.205
   296	141.624
   297	142.071
   298	142.523
   299	142.973
   300	143.436
   301	143.938
   302	144.508
   303	145.159
   304	145.879
   305	146.633
   306	147.364
   307	148.015
   308	148.539
   309	148.915
   310	149.153
   311	149.288
   312	149.368
   313	149.438
   314	149.526
   315	149.636
   316	149.746
   317	149.823
   318	149.831
   319	149.745
   320	149.563
   321	149.303
   322	148.999
   323	148.691
   324	148.41
   325	148.175
   326	147.983
   327	147.821
   328	147.668
   329	147.509
   330	147.338
   331	147.165
   332	147.01
   333	146.895
   334	146.841
   335	146.862
   336	146.965
   337	147.149
   338	147.409
   339	147.742
   340	148.14
   341	148.592
   342	149.082
   343	149.584
   344	150.064
   345	150.487
   346	150.824
   347	151.054
   348	151.177
   349	151.208
   350	151.175
   351	151.11
   352	151.036
   353	150.959
   354	150.867
   355	150.735
   356	150.533
   357	150.245
   358	149.874
   359	149.451
   360	149.026
   361	148.659
   362	148.392
   363	148.236
   364	148.164
   365	148.115
   366	148.012
   367	147.792
   368	147.421
   369	146.912
   370	146.318
   371	145.722
   372	145.212
   373	144.856
   374	144.678
   375	144.66
   376	144.751
   377	144.888
   378	145.024
   379	145.142
   380	145.262
   381	145.428
   382	145.693
   383	146.097
   384	146.644
   385	147.302
   386	148.001
   387	148.657
   388	149.187
   389	149.534
   390	149.671
   391	149.606
   392	149.373
   393	149.023
   394	148.605
   395	148.16
   396	147.708
   397	147.25
   398	146.774
   399	146.265
   400	145.719
   401	145.146
   402	144.57
   403	144.022
   404	143.534
   405	143.13
   406	142.818
   407	142.591
   408	142.43
   409	142.304
   410	142.18
   411	142.029
   412	141.826
   413	141.559
   414	141.232
   415	140.862
   416	140.484
   417	140.141
   418	139.876
   419	139.721
   420	139.691
   421	139.781
   422	139.968
   423	140.22
   424	140.503
   425	140.786
   426	141.053
   427	141.302
   428	141.548
   429	141.817
   430	142.134
   431	142.51
   432	142.932
